Date,Hour,Temperature,Precipitation,RH,Wind_direction,Wind_speed
2021/07/13,05:00,-3.8,0.0,60,271,0.7
2021/07/13,06:00,-3.9,0.0,54,197,0.6
2021/07/13,07:00,-4.8,0.0,59,280,0.0
2021/07/13,08:00,-3.6,0.0,64,320,0.0
2021/07/13,09:00,0.8,0.0,55,88,0.5
2021/07/13,10:00,2.6,0.0,45,42,0.9
2021/07/13,11:00,4.6,0.0,34,358,0.7
2021/07/13,12:00,6.6,0.0,26,17,3.0
2021/07/13,13:00,7.6,0.0,22,3,6.2
2021/07/13,14:00,7.9,0.0,23,22,6.1
2021/07/13,15:00,7.9,0.0,23,6,5.5
2021/07/13,16:00,7.7,0.0,27,11,5.1
2021/07/13,17:00,7.2,0.0,31,15,5.8
2021/07/13,18:00,6.2,0.0,41,8,7.8
2021/07/13,19:00,3.4,0.0,47,328,5.9
2021/07/13,20:00,1.9,0.0,51,329,5.6
2021/07/13,21:00,0.9,0.0,57,341,2.7
2021/07/13,22:00,-0.9,0.0,65,311,3.0
2021/07/13,23:00,-1.7,0.0,64,285,1.0
2021/07/14,00:00,-1.9,0.0,64,326,1.1
2021/07/14,01:00,-1.6,0.0,62,345,1.5
2021/07/14,02:00,-3.3,0.0,68,337,1.5
2021/07/14,03:00,-3.6,0.0,68,343,2.2
2021/07/14,04:00,-4.3,0.0,74,254,0.0
2021/07/14,05:00,-3.4,0.0,81,233,1.1
2021/07/14,06:00,-3.5,0.0,74,218,0.8
2021/07/14,07:00,-4.7,0.0,84,334,0.0
2021/07/14,08:00,-3.7,0.0,87,68,0.0
2021/07/14,09:00,1.2,0.0,67,28,2.2
2021/07/14,10:00,3.1,0.0,60,21,0.5
2021/07/14,11:00,4.8,0.0,43,48,0.8
2021/07/14,12:00,6.3,0.0,28,47,1.6
2021/07/14,13:00,7.4,0.0,23,28,2.5
2021/07/14,14:00,8.4,0.0,22,25,3.4
2021/07/14,15:00,8.4,0.0,27,19,5.2
2021/07/14,16:00,8.1,0.0,30,16,5.9
2021/07/14,17:00,9.1,0.0,25,307,5.6
2021/07/14,18:00,6.5,0.0,36,289,6.2
2021/07/14,19:00,3.7,0.0,49,317,5.1
2021/07/14,20:00,1.0,0.0,58,330,3.6
2021/07/14,21:00,0.0,0.0,58,192,0.4
2021/07/14,22:00,0.0,0.0,58,236,0.0
2021/07/14,23:00,-1.8,0.0,61,320,0.0
2021/07/15,00:00,-2.9,0.0,70,302,1.5
2021/07/15,01:00,-2.8,0.0,58,287,1.5
2021/07/15,02:00,-4.0,0.0,63,15,0.5
2021/07/15,03:00,-3.4,0.0,68,36,0.0
2021/07/15,04:00,-4.2,0.0,76,3,0.3
2021/07/15,05:00,-4.5,0.0,76,327,2.1
2021/07/15,06:00,-5.0,0.0,67,332,1.8
2021/07/15,07:00,-5.2,0.0,61,198,0.0
2021/07/15,08:00,-4.5,0.0,70,209,0.8
2021/07/15,09:00,-0.9,0.0,62,128,1.0
2021/07/15,10:00,1.7,0.0,48,123,1.8
2021/07/15,11:00,3.9,0.0,36,75,1.2
2021/07/15,12:00,6.3,0.0,18,39,3.5
2021/07/15,13:00,7.9,0.0,13,5,6.3
2021/07/15,14:00,8.4,0.0,15,19,6.8
2021/07/15,15:00,8.4,0.0,20,6,5.8
2021/07/15,16:00,8.3,0.0,26,8,5.9
2021/07/15,17:00,8.2,0.0,22,323,3.6
2021/07/15,18:00,7.3,0.0,16,306,5.2
2021/07/15,19:00,2.6,0.0,24,304,5.9
2021/07/15,20:00,-0.2,0.0,31,305,4.0
2021/07/15,21:00,-1.3,0.0,38,317,3.6
2021/07/15,22:00,-1.8,0.0,51,298,4.4
2021/07/15,23:00,-2.0,0.0,56,296,2.3
2021/07/16,00:00,-1.6,0.0,59,276,3.4
2021/07/16,01:00,-2.9,0.0,65,212,0.0
2021/07/16,02:00,-3.0,0.0,68,342,0.2
2021/07/16,03:00,-4.9,0.0,81,335,2.6
2021/07/16,04:00,-5.0,0.0,71,346,2.4
2021/07/16,05:00,-5.4,0.0,72,324,1.4
2021/07/16,06:00,-5.4,0.0,50,267,0.5
2021/07/16,07:00,-6.4,0.0,57,180,0.0
2021/07/16,08:00,-4.9,0.0,69,282,0.2
2021/07/16,09:00,-0.4,0.0,51,115,0.3
2021/07/16,10:00,1.3,0.0,41,127,1.4
2021/07/16,11:00,3.4,0.0,27,108,1.7
2021/07/16,12:00,5.4,0.0,21,38,1.9
2021/07/16,13:00,7.1,0.0,17,157,1.4
2021/07/16,14:00,8.6,0.0,13,216,3.9
2021/07/16,15:00,9.1,0.0,14,246,2.8
2021/07/16,16:00,8.9,0.0,17,245,4.6
2021/07/16,17:00,8.3,0.0,16,248,4.9
2021/07/16,18:00,7.0,0.0,19,244,5.1
2021/07/16,19:00,3.2,0.0,29,264,4.2
2021/07/16,20:00,1.0,0.0,40,255,2.8
2021/07/16,21:00,-0.3,0.0,48,287,3.3
2021/07/16,22:00,-1.5,0.0,56,288,3.5
2021/07/16,23:00,-1.6,0.0,52,349,1.6
2021/07/17,00:00,-2.5,0.0,50,315,1.6
2021/07/17,01:00,-2.0,0.0,49,181,0.0
2021/07/17,02:00,-1.9,0.0,51,229,0.0
2021/07/17,03:00,-2.2,0.0,61,201,0.6
2021/07/17,04:00,-4.2,0.0,72,329,0.0
2021/07/17,05:00,-4.3,0.0,84,343,0.0
2021/07/17,06:00,-4.1,0.0,74,284,0.1
2021/07/17,07:00,-4.3,0.0,68,184,0.1
2021/07/17,08:00,-4.2,0.0,80,240,0.0
2021/07/17,09:00,0.3,0.0,63,122,0.5
2021/07/17,10:00,2.5,0.0,52,86,1.7
2021/07/17,11:00,4.3,0.0,41,84,0.7
2021/07/17,12:00,6.0,0.0,23,193,1.1
2021/07/17,13:00,7.2,0.0,19,77,2.3
2021/07/17,14:00,8.1,0.0,19,159,2.6
2021/07/17,15:00,8.2,0.0,19,209,1.6
2021/07/17,16:00,7.8,0.0,24,317,7.4
2021/07/17,17:00,5.3,0.0,44,296,6.1
2021/07/17,18:00,4.0,0.0,45,304,5.9
2021/07/17,19:00,3.4,0.0,49,299,4.3
2021/07/17,20:00,2.6,0.0,49,127,2.9
2021/07/17,21:00,0.4,0.0,60,286,2.5
2021/07/17,22:00,-0.3,0.0,60,261,1.9
2021/07/17,23:00,-1.8,0.0,65,2,0.5
2021/07/18,00:00,-1.5,0.0,67,348,3.2
2021/07/18,01:00,-3.0,0.0,73,291,0.0
2021/07/18,02:00,-3.2,0.0,81,275,2.4
2021/07/18,03:00,-3.1,0.0,73,242,1.9
2021/07/18,04:00,-2.9,0.0,81,210,0.8
2021/07/18,05:00,-3.2,0.0,88,230,0.3
2021/07/18,06:00,-3.4,0.0,88,278,2.4
2021/07/18,07:00,-3.4,0.0,95,120,0.0
2021/07/18,08:00,-2.4,0.0,93,215,0.9
2021/07/18,09:00,-0.6,0.0,83,99,1.3
2021/07/18,10:00,0.1,0.0,79,92,0.8
2021/07/18,11:00,2.7,0.0,67,194,1.0
2021/07/18,12:00,4.5,0.0,51,74,1.3
2021/07/18,13:00,4.5,0.0,49,67,4.4
2021/07/18,14:00,4.2,0.0,55,60,4.9
2021/07/18,15:00,2.6,0.0,84,21,3.8
2021/07/18,16:00,2.3,0.0,82,64,2.4
2021/07/18,17:00,0.7,0.0,99,91,2.8
2021/07/18,18:00,-0.3,0.0,S/D,328,3.5
2021/07/18,19:00,-0.6,0.0,S/D,147,0.0
2021/07/18,20:00,-0.9,0.0,S/D,108,2.6
2021/07/18,21:00,-1.2,0.0,S/D,95,2.4
2021/07/18,22:00,-1.2,0.0,S/D,185,2.5
2021/07/18,23:00,-2.0,0.0,S/D,241,2.5
2021/07/19,00:00,-1.9,0.0,S/D,170,0.5
2021/07/19,01:00,-1.9,0.0,S/D,205,0.3
2021/07/19,02:00,-2.4,0.0,S/D,268,0.3
2021/07/19,03:00,-3.1,0.0,100,326,0.1
2021/07/19,04:00,-3.1,0.0,100,316,2.2
2021/07/19,05:00,-3.1,0.0,S/D,221,0.0
2021/07/19,06:00,-3.0,0.0,S/D,178,0.0
2021/07/19,07:00,-3.9,0.0,100,319,2.0
2021/07/19,08:00,-3.5,0.0,95,275,2.1
2021/07/19,09:00,-1.5,0.0,73,324,0.0
2021/07/19,10:00,0.1,2.8,71,162,0.0
2021/07/19,11:00,2.2,9.0,70,118,0.0
2021/07/19,12:00,2.4,0.6,57,282,1.1
2021/07/19,13:00,1.5,0.0,48,253,2.7
2021/07/19,14:00,1.5,0.0,43,269,2.7
2021/07/19,15:00,3.1,0.0,35,306,1.5
2021/07/19,16:00,3.4,0.0,52,299,1.9
2021/07/19,17:00,1.6,0.0,64,267,5.8
2021/07/19,18:00,0.3,0.0,76,265,5.5
2021/07/19,19:00,0.5,0.0,80,39,2.9
2021/07/19,20:00,0.3,0.0,82,344,3.7
2021/07/19,21:00,-0.9,0.0,86,326,2.7
2021/07/19,22:00,-1.1,0.0,81,218,1.3
2021/07/19,23:00,-0.9,0.0,81,232,2.7
2021/07/20,00:00,-0.9,0.0,82,262,3.6
2021/07/20,01:00,-0.9,0.0,85,266,3.4
2021/07/20,02:00,-2.3,0.0,99,271,3.1
2021/07/20,03:00,-2.0,0.0,S/D,196,1.7
2021/07/20,04:00,-1.9,0.0,S/D,232,2.7
2021/07/20,05:00,-2.0,0.0,S/D,187,0.4
2021/07/20,06:00,-2.2,0.0,S/D,79,1.3
2021/07/20,07:00,-2.5,0.0,S/D,135,0.0
2021/07/20,08:00,-3.1,0.0,S/D,322,1.0
2021/07/20,09:00,-3.3,0.0,100,252,2.1
2021/07/20,10:00,-1.1,0.0,100,56,1.0
2021/07/20,11:00,1.1,0.0,91,34,0.1
2021/07/20,12:00,2.5,0.0,70,234,1.7
2021/07/20,13:00,2.6,0.0,68,251,2.9
2021/07/20,14:00,3.7,0.0,60,247,2.6
2021/07/20,15:00,4.6,0.0,58,243,1.9
2021/07/20,16:00,5.0,0.0,51,252,3.0
2021/07/20,17:00,5.1,0.0,45,273,4.6
2021/07/20,18:00,4.5,0.0,48,290,2.8
2021/07/20,19:00,2.3,0.0,64,293,2.1
2021/07/20,20:00,0.5,0.0,79,314,2.4
2021/07/20,21:00,0.5,0.0,79,305,4.1
2021/07/20,22:00,0.3,0.0,82,302,4.1
2021/07/20,23:00,-0.5,0.0,86,308,2.2
2021/07/21,00:00,-0.3,0.0,82,213,0.0
2021/07/21,01:00,-0.7,0.0,80,237,2.1
2021/07/21,02:00,-1.3,0.0,86,226,0.0
2021/07/21,03:00,-2.1,0.0,92,273,1.2
2021/07/21,04:00,-1.7,0.0,83,255,1.1
2021/07/21,05:00,-2.3,0.0,83,289,0.7
2021/07/21,06:00,-3.2,0.0,91,172,1.0
2021/07/21,07:00,-2.8,0.0,88,211,1.7
2021/07/21,08:00,-3.2,0.0,91,260,0.0
2021/07/21,09:00,0.2,0.0,75,76,0.5
2021/07/21,10:00,1.7,0.0,73,161,1.1
2021/07/21,11:00,2.8,0.0,65,149,1.3
2021/07/21,12:00,4.1,0.0,58,155,1.6
2021/07/21,13:00,5.4,0.0,49,13,0.8
2021/07/21,14:00,6.2,0.0,42,325,2.2
2021/07/21,15:00,6.1,0.0,45,339,2.9
2021/07/21,16:00,5.8,0.0,46,347,4.8
2021/07/21,17:00,4.9,0.0,55,299,7.4
2021/07/21,18:00,1.3,0.0,73,237,4.6
2021/07/21,19:00,-0.3,0.0,86,128,2.5
2021/07/21,20:00,-1.2,0.0,S/D,59,1.2
2021/07/21,21:00,-1.1,0.0,99,359,1.1
2021/07/21,22:00,-0.5,0.0,86,339,3.0
2021/07/21,23:00,-1.4,0.0,85,342,3.8
2021/07/22,00:00,-1.2,0.0,56,346,2.3
2021/07/22,01:00,-1.5,0.0,56,346,3.3
2021/07/22,02:00,-1.6,0.0,57,359,0.2
2021/07/22,03:00,-3.0,0.0,66,317,1.7
2021/07/22,04:00,-2.6,0.0,62,349,2.6
2021/07/22,05:00,-2.6,0.0,61,340,1.7
2021/07/22,06:00,-3.3,0.0,65,292,0.1
2021/07/22,07:00,-3.7,0.0,68,315,0.2
2021/07/22,08:00,-3.1,0.0,64,151,0.0
2021/07/22,09:00,0.4,0.0,58,128,0.8
2021/07/22,10:00,1.8,0.0,56,23,4.4
2021/07/22,11:00,3.7,0.0,40,12,2.5
2021/07/22,12:00,4.8,0.0,36,352,2.2
2021/07/22,13:00,5.4,0.0,38,3,4.6
2021/07/22,14:00,5.9,0.0,39,359,5.0
2021/07/22,15:00,5.8,0.0,37,4,6.6
2021/07/22,16:00,5.7,0.0,33,6,7.3
2021/07/22,17:00,4.8,0.0,36,6,7.7
2021/07/22,18:00,4.1,0.0,37,2,7.6
2021/07/22,19:00,1.8,0.0,41,332,5.2
2021/07/22,20:00,0.3,0.0,46,324,5.6
2021/07/22,21:00,-0.5,0.0,50,314,3.2
2021/07/22,22:00,-1.6,0.0,56,337,3.6
2021/07/22,23:00,-1.1,0.0,47,342,3.3
2021/07/23,00:00,-1.6,0.0,54,354,2.4
2021/07/23,01:00,-1.7,0.0,54,343,3.8
2021/07/23,02:00,-2.6,0.0,57,330,3.3
2021/07/23,03:00,-2.8,0.0,58,315,3.2
2021/07/23,04:00,-3.9,0.0,62,211,0.0
2021/07/23,05:00,-3.3,0.0,59,250,0.0
2021/07/23,06:00,-3.4,0.0,61,210,0.1
2021/07/23,07:00,-3.9,0.0,59,218,0.0
2021/07/23,08:00,-3.3,0.0,68,189,0.0
2021/07/23,09:00,-0.3,0.0,55,115,0.4
2021/07/23,10:00,2.1,0.0,52,21,2.9
2021/07/23,11:00,3.9,0.0,39,5,3.9
2021/07/23,12:00,4.9,0.0,32,5,4.4
2021/07/23,13:00,5.8,0.0,27,7,6.3
2021/07/23,14:00,6.0,0.0,31,10,6.4
2021/07/23,15:00,6.0,0.0,36,16,6.5
2021/07/23,16:00,5.2,0.0,38,4,4.5
2021/07/23,17:00,4.7,0.0,44,6,6.9
2021/07/23,18:00,3.8,0.0,54,355,6.3
2021/07/23,19:00,1.8,0.0,57,335,4.7
2021/07/23,20:00,0.2,0.0,61,338,4.9
2021/07/23,21:00,-0.7,0.0,60,312,3.8
2021/07/23,22:00,-1.6,0.0,61,321,4.9
2021/07/23,23:00,-1.1,0.0,53,333,5.3
2021/07/24,00:00,-1.4,0.0,56,332,4.1
2021/07/24,01:00,-1.5,0.0,60,340,4.0
2021/07/24,02:00,-1.8,0.0,65,125,0.4
2021/07/24,03:00,-1.1,0.0,64,29,6.5
2021/07/24,04:00,-1.8,0.0,56,255,3.2
2021/07/24,05:00,-3.1,0.0,65,193,0.7
2021/07/24,06:00,-3.1,0.0,65,117,0.0
2021/07/24,07:00,-3.8,0.0,67,260,0.0
2021/07/24,08:00,-2.7,0.0,65,232,0.0
2021/07/24,09:00,0.5,0.0,54,116,1.3
2021/07/24,10:00,1.9,0.0,51,112,1.9
2021/07/24,11:00,3.8,0.0,35,17,2.1
2021/07/24,12:00,5.3,0.0,21,359,5.0
2021/07/24,13:00,6.2,0.0,20,7,7.2
2021/07/24,14:00,6.2,0.0,20,6,7.0
2021/07/24,15:00,6.2,0.0,18,9,6.2
2021/07/24,16:00,6.1,0.0,24,8,7.9
2021/07/24,17:00,5.7,0.0,25,359,8.3
2021/07/24,18:00,4.5,0.0,33,325,6.4
2021/07/24,19:00,1.9,0.0,44,304,5.6
2021/07/24,20:00,-0.1,0.0,47,318,6.1
2021/07/24,21:00,-0.7,0.0,45,325,4.6
2021/07/24,22:00,-1.3,0.0,43,206,0.6
2021/07/24,23:00,-1.6,0.0,47,298,0.0
2021/07/25,00:00,-1.6,0.0,49,259,0.0
2021/07/25,01:00,-1.7,0.0,59,256,0.8
2021/07/25,02:00,-1.4,0.0,56,310,0.1
2021/07/25,03:00,-1.2,0.0,52,186,0.0
2021/07/25,04:00,-1.3,0.0,45,105,0.0
2021/07/25,05:00,-1.2,0.0,46,236,1.3
2021/07/25,06:00,-0.9,0.0,46,197,0.3
2021/07/25,07:00,-1.0,0.0,43,228,0.0
2021/07/25,08:00,-1.6,0.0,47,274,0.0
2021/07/25,09:00,0.3,0.0,41,122,0.0
2021/07/25,10:00,2.1,0.0,32,33,0.8
2021/07/25,11:00,4.1,0.0,28,10,5.2
2021/07/25,12:00,5.0,0.0,27,20,5.3
2021/07/25,13:00,5.8,0.0,24,7,6.4
2021/07/25,14:00,6.7,0.0,25,321,5.2
2021/07/25,15:00,7.3,0.0,22,315,6.0
2021/07/25,16:00,7.2,0.0,21,298,7.4
2021/07/25,17:00,6.9,0.0,23,301,6.5
2021/07/25,18:00,5.3,0.0,27,330,7.1
2021/07/25,19:00,2.4,0.0,37,311,4.3
2021/07/25,20:00,0.3,0.0,47,311,4.6
2021/07/25,21:00,-0.4,0.0,51,297,5.4
2021/07/25,22:00,-1.0,0.0,55,312,4.6
2021/07/25,23:00,-1.3,0.0,58,287,4.6
2021/07/26,00:00,-1.4,0.0,62,307,5.7
2021/07/26,01:00,-1.7,0.0,54,300,5.0
2021/07/26,02:00,-2.3,0.0,58,264,4.4
2021/07/26,03:00,-2.4,0.0,56,273,4.3
2021/07/26,04:00,-3.2,0.0,53,290,3.6
2021/07/26,05:00,-4.0,0.0,52,274,3.0
2021/07/26,06:00,-3.5,0.0,48,279,3.0
2021/07/26,07:00,-4.7,0.0,56,202,0.0
2021/07/26,08:00,-3.7,0.0,58,167,0.2
2021/07/26,09:00,-0.9,0.0,48,99,1.5
2021/07/26,10:00,1.0,0.0,47,120,1.0
2021/07/26,11:00,3.1,0.0,40,271,1.8
2021/07/26,12:00,5.2,0.0,31,306,4.1
2021/07/26,13:00,5.7,0.0,27,291,4.6
2021/07/26,14:00,6.7,0.0,26,297,7.5
2021/07/26,15:00,6.9,0.0,27,307,6.9
2021/07/26,16:00,7.0,0.0,27,300,8.1
2021/07/26,17:00,6.6,0.0,26,290,5.6
2021/07/26,18:00,4.9,0.0,34,325,5.8
2021/07/26,19:00,1.8,0.0,50,302,3.5
2021/07/26,20:00,1.4,0.0,52,291,4.8
2021/07/26,21:00,-0.2,0.0,60,298,2.5
2021/07/26,22:00,-0.6,0.0,64,265,0.9
2021/07/26,23:00,-2.4,0.0,68,327,2.6
2021/07/27,00:00,-2.6,0.0,64,324,3.3
2021/07/27,01:00,-2.5,0.0,57,321,2.9
2021/07/27,02:00,-2.7,0.0,49,314,4.4
2021/07/27,03:00,-2.7,0.0,51,298,3.9
2021/07/27,04:00,-2.6,0.0,51,300,3.3
2021/07/27,05:00,-1.9,0.0,45,219,1.2
2021/07/27,06:00,-3.1,0.0,50,209,0.4
2021/07/27,07:00,-3.5,0.0,54,214,0.3
2021/07/27,08:00,-2.9,0.0,57,148,0.3
2021/07/27,09:00,1.0,0.0,43,113,1.3
2021/07/27,10:00,2.5,0.0,44,77,2.1
2021/07/27,11:00,5.0,0.0,35,339,5.9
2021/07/27,12:00,6.5,0.0,28,311,6.4
2021/07/27,13:00,6.9,0.0,25,321,5.8
2021/07/27,14:00,7.0,0.0,26,286,5.6
2021/07/27,15:00,7.1,0.0,27,311,6.5
2021/07/27,16:00,6.7,0.0,26,299,7.2
2021/07/27,17:00,5.3,0.0,36,293,5.9
2021/07/27,18:00,3.7,0.0,51,246,5.4
2021/07/27,19:00,0.8,0.0,80,273,6.0
2021/07/27,20:00,-0.9,0.0,96,289,3.9
2021/07/27,21:00,-0.6,0.0,81,318,7.3
2021/07/27,22:00,-0.6,0.0,74,314,6.2
2021/07/27,23:00,-1.7,0.0,75,283,2.7
2021/07/28,00:00,-1.6,0.0,73,166,0.0
2021/07/28,01:00,-2.9,0.0,72,320,5.0
2021/07/28,02:00,-2.1,0.0,63,323,6.1
2021/07/28,03:00,-2.4,0.0,60,291,2.3
2021/07/28,04:00,-2.3,0.0,59,264,1.6
2021/07/28,05:00,-2.9,0.0,62,261,4.0
2021/07/28,06:00,-4.0,0.0,75,253,5.3
2021/07/28,07:00,-4.9,0.0,88,250,5.9
2021/07/28,08:00,-5.5,0.0,100,213,2.8
2021/07/28,09:00,-3.3,0.0,93,122,1.9
2021/07/28,10:00,-0.4,0.0,75,142,1.5
2021/07/28,11:00,2.0,0.0,57,62,2.8
2021/07/28,12:00,4.0,0.0,46,27,3.1
2021/07/28,13:00,4.9,0.0,47,293,4.3
2021/07/28,14:00,5.3,0.0,48,318,7.2
2021/07/28,15:00,5.5,0.0,47,301,6.9
2021/07/28,16:00,5.9,0.0,46,316,6.4
2021/07/28,17:00,5.3,0.0,46,312,3.8
2021/07/28,18:00,4.5,0.0,52,305,4.3
2021/07/28,19:00,2.2,0.0,64,272,4.5
2021/07/28,20:00,-0.1,0.0,73,303,4.5
2021/07/28,21:00,-1.0,0.0,75,306,2.5
2021/07/28,22:00,-1.4,0.0,74,307,4.4
2021/07/28,23:00,-2.1,0.0,81,291,2.3
2021/07/29,00:00,-2.2,0.0,90,261,3.8
2021/07/29,01:00,-2.5,0.0,95,268,4.1
2021/07/29,02:00,-2.4,0.0,84,253,0.5
2021/07/29,03:00,-2.4,0.0,87,311,0.2
2021/07/29,04:00,-2.5,0.0,91,202,2.1
2021/07/29,05:00,-2.2,0.0,93,226,1.2
2021/07/29,06:00,-1.7,0.0,96,244,4.5
2021/07/29,07:00,-2.1,0.0,100,259,3.3
2021/07/29,08:00,-1.7,0.0,100,260,5.8
2021/07/29,09:00,-0.6,0.0,92,277,5.4
2021/07/29,10:00,1.5,0.0,68,293,4.3
2021/07/29,11:00,3.4,0.0,54,310,6.7
2021/07/29,12:00,5.7,0.0,44,305,8.4
2021/07/29,13:00,6.6,0.0,40,299,6.5
2021/07/29,14:00,7.3,0.0,38,328,6.0
2021/07/29,15:00,7.2,0.0,38,307,6.0
2021/07/29,16:00,7.1,0.0,38,313,7.4
2021/07/29,17:00,5.8,0.0,40,305,4.7
2021/07/29,18:00,5.5,0.0,42,269,5.6
2021/07/29,19:00,2.8,0.0,59,270,4.1
2021/07/29,20:00,1.9,0.0,68,287,3.8
2021/07/29,21:00,0.9,0.0,71,283,4.1
2021/07/29,22:00,-0.9,0.0,79,247,3.2
2021/07/29,23:00,-1.4,0.0,83,308,2.9
2021/07/30,00:00,-1.5,0.0,84,337,0.3
2021/07/30,01:00,-2.5,0.0,79,304,1.9
2021/07/30,02:00,-2.4,0.0,69,325,2.3
2021/07/30,03:00,-3.6,0.0,78,319,2.8
2021/07/30,04:00,-3.5,0.0,83,316,3.5
2021/07/30,05:00,-2.5,0.0,78,273,1.3
2021/07/30,06:00,-4.4,0.0,88,157,0.0
2021/07/30,07:00,-3.3,0.0,86,269,1.6
2021/07/30,08:00,-2.3,0.0,85,246,2.1
2021/07/30,09:00,0.5,0.0,75,260,2.5
2021/07/30,10:00,2.1,0.0,67,49,1.1
2021/07/30,11:00,4.2,0.0,51,335,5.1
2021/07/30,12:00,6.0,0.0,42,305,8.9
2021/07/30,13:00,7.4,0.0,30,314,8.8
2021/07/30,14:00,7.8,0.0,28,308,8.6
2021/07/30,15:00,7.3,0.0,28,324,8.2
2021/07/30,16:00,7.6,0.0,28,307,9.1
2021/07/30,17:00,7.1,0.0,30,296,8.2
2021/07/30,18:00,6.0,0.0,27,322,8.5
2021/07/30,19:00,2.9,0.0,40,298,5.3
2021/07/30,20:00,-0.2,0.0,67,287,4.8
2021/07/30,21:00,-0.8,0.0,80,273,4.8
2021/07/30,22:00,-1.8,0.0,91,286,2.9
2021/07/30,23:00,-2.2,0.0,88,308,1.1
2021/07/31,00:00,-1.9,0.0,54,265,3.8
2021/07/31,01:00,-0.9,0.0,46,300,7.8
2021/07/31,02:00,-0.1,0.0,37,282,5.8
2021/07/31,03:00,-2.4,0.0,44,340,3.3
2021/07/31,04:00,-2.3,0.0,46,289,3.5
2021/07/31,05:00,-3.6,0.0,54,296,3.3
2021/07/31,06:00,-3.0,0.0,55,278,4.5
2021/07/31,07:00,-3.8,0.0,56,270,3.6
2021/07/31,08:00,-2.0,0.0,52,312,1.9
2021/07/31,09:00,-0.5,0.0,66,136,2.4
2021/07/31,10:00,1.4,0.0,60,115,2.4
2021/07/31,11:00,4.4,0.0,43,329,3.9
2021/07/31,12:00,6.2,0.0,28,315,8.2
2021/07/31,13:00,6.7,0.0,28,323,7.7
2021/07/31,14:00,7.2,0.0,27,316,6.7
2021/07/31,15:00,7.2,0.0,30,286,7.9
2021/07/31,16:00,6.6,0.0,35,265,5.6
2021/07/31,17:00,5.1,0.0,42,280,6.5
2021/07/31,18:00,4.3,0.0,47,283,6.0
2021/07/31,19:00,1.7,0.0,59,292,4.2
2021/07/31,20:00,1.0,0.0,69,308,4.4
2021/07/31,21:00,-0.6,0.0,75,304,4.7
2021/07/31,22:00,-1.6,0.0,80,313,4.4
2021/07/31,23:00,-2.0,0.0,80,329,5.9
2021/08/01,00:00,-1.9,0.0,77,312,3.9
2021/08/01,01:00,-3.0,0.0,77,288,2.6
2021/08/01,02:00,-3.2,0.0,74,171,0.6
2021/08/01,03:00,-3.5,0.0,81,166,0.0
2021/08/01,04:00,-4.0,0.0,81,297,1.2
2021/08/01,05:00,-4.3,0.0,77,307,3.8
2021/08/01,06:00,-4.5,0.0,74,309,3.2
2021/08/01,07:00,-4.3,0.0,77,238,0.0
2021/08/01,08:00,-3.5,0.0,81,39,0.0
2021/08/01,09:00,0.0,0.0,66,340,5.8
2021/08/01,10:00,1.9,0.0,60,360,8.1
2021/08/01,11:00,2.7,0.0,60,5,7.5
2021/08/01,12:00,2.9,0.0,59,7,6.6
2021/08/01,13:00,2.7,0.0,60,350,5.4
2021/08/01,14:00,4.0,0.0,54,10,5.5
2021/08/01,15:00,4.4,0.0,51,294,6.8
2021/08/01,16:00,4.5,0.0,47,311,5.2
2021/08/01,17:00,3.9,0.0,46,315,4.8
2021/08/01,18:00,3.5,0.0,47,330,5.5
2021/08/01,19:00,0.5,0.0,64,328,5.6
2021/08/01,20:00,-0.7,0.0,71,290,3.1
2021/08/01,21:00,-0.7,0.0,73,310,5.4
2021/08/01,22:00,-1.6,0.0,81,310,4.1
2021/08/01,23:00,-2.4,0.0,87,311,4.2
2021/08/02,00:00,-3.6,0.0,87,313,3.1
2021/08/02,01:00,-3.7,0.0,89,207,0.3
2021/08/02,02:00,-3.6,0.0,95,248,1.7
2021/08/02,03:00,-5.0,0.0,98,246,4.4
2021/08/02,04:00,-5.8,0.0,100,262,4.7
2021/08/02,05:00,-5.5,0.0,100,96,0.1
2021/08/02,06:00,-6.1,0.0,S/D,60,0.1
2021/08/02,07:00,-6.0,0.0,S/D,347,0.2
2021/08/02,08:00,-4.7,0.0,100,166,0.0
2021/08/02,09:00,-2.0,0.0,95,160,1.1
2021/08/02,10:00,0.6,0.0,73,173,1.3
2021/08/02,11:00,3.4,0.0,52,234,1.8
2021/08/02,12:00,5.5,0.0,40,271,2.4
2021/08/02,13:00,6.6,0.0,30,277,4.2
2021/08/02,14:00,6.9,0.0,35,239,6.7
2021/08/02,15:00,6.7,0.0,32,280,8.3
2021/08/02,16:00,7.1,0.0,29,276,5.5
2021/08/02,17:00,6.5,0.0,28,259,5.5
2021/08/02,18:00,5.2,0.0,34,274,5.9
2021/08/02,19:00,2.0,0.0,48,300,4.5
2021/08/02,20:00,-0.6,0.0,64,303,3.3
2021/08/02,21:00,-2.1,0.0,75,283,2.7
2021/08/02,22:00,-1.8,0.0,71,267,2.2
2021/08/02,23:00,-1.6,0.0,71,271,2.4
2021/08/03,00:00,-1.3,0.0,74,257,1.6
2021/08/03,01:00,-1.9,0.0,77,246,1.4
2021/08/03,02:00,-2.6,0.0,80,267,2.4
2021/08/03,03:00,-3.6,0.0,84,343,1.0
2021/08/03,04:00,-3.5,0.0,88,338,4.0
2021/08/03,05:00,-4.4,0.0,90,236,2.4
